ID_encrypt,_Birth_Date_,Gender,_Country_of_Citizenship_,_Country_of_Birth_,_Preferred_Zip_Postal_Code_,_Local_Zip_Postal_Code_,_Group_1__Name_,_Group_1__Number_,_Education_1__Degree_Major_,_Offering_Enrollment_Date_,_Group_Payor_,_New_or_Returning_,Session,_Completion_Date_,Quarter_2,Quarter
0x016F1286B4A3844CC3C47C8477D1B2DDC0F9AF4CBA24F64105328B7F15EDCC0790B1EFEA374DAAACEBDD8D3CB181EED0583A90A1AC5E7F438D490B87E49CB70BB9,18 May 1995,F,China (Peoples Republic),China (Peoples Republic),450000,NULL,"UR Edu & Info Co, Ltd",G002305,NULL,10 Aug 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x017A9655DB14D06607B44D01F344EC57BB90DD53FD135A7D4B534E8500D6CD64E238A7096720FF8842F602EC4C6AFE8ABDD2B9C8BC014B5EC154EA1D38086EACDB,25 May 1989,F,"Korea, South","Korea, South",90019,90019,Overseas Educational & Cultural Center of Korea,G002225,NULL,12 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x0193A727396276F7C845135A9F317C4BF9FDBBE7BF12D47157AFFB408D7AC05DCD6EEF85E3D6B2AAD7227217CCF4287FA4F0EE2E86DEBA13DE0CE8EA7BFC71AFD8,07 Sep 1992,M,"Korea, South","Korea, South",90045,90045,NULL,NULL,NULL,28 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01436F285A814EBF62AAC2EEAFF83689EA30DB05AF3DB81EAA74CF19C3DE1629D3C10F7680E219069C70091DFA92A6C9ADB8D39E6667DB08D3D389485A7FD86B25,01 Oct 1991,F,Kazakhstan,Kazakhstan,010000,90024,JSC The Center for International Programs,G002109,NULL,05 Apr 2017,JSC The Center for International Programs G002109,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x0131641D3A6AC83A15FD1798F4CCC3F659F35B01A301231B94FA818EE536193FF24629B4AF32A9AEA47295C5EFB7877ACE798BBBA6F7DE61C1673DDA70FC384852,19 Apr 1999,M,Italy,Dominican Republic,91203,91203,NULL,NULL,NULL,18 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01403C42B626841056F9F25FCD49BD369DB1BA60376DA7F51EC1B6304A547B0157E75309039DFF5D0D33D372146355A99FA8248719113322483E470456A4582659,05 Feb 1998,M,Japan,Japan,90034,90034,Ryugaku Journal - Osaka (KU),G002219,NULL,12 Jun 2017,Ryugaku Journal - Osaka (KU) G002219,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01B95D1A9217AA860A72FF36F03F91C664CE5309E3895E1584A36DC0F47762BDDC6EB2423007E1CA71F59C8BB68A975FF3186F623F6967662976835A0F7315D12F,15 May 1997,F,France,Italy,78100,NULL,ISPA,G002093,NULL,24 Jul 2017,ISPA G002093,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x015EB90A2B9BBCDC9252453AD25BFEAF06A276A9F917410A8E6750159ABD8A6C8BF0ADFAB22C77CE792208799350E55C1EA22E70C0813118BCF3EDA54A3A2BFB10,11 Feb 1986,F,United States,Russia,90046,NULL,NULL,NULL,NULL,02 Oct 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x018CD831C9DD09C485FB45A88F43CFA218EC0A4DC5F61E7626EB3B40DDD1911E2A5FFD7C0D61FFF870095A7431EEE562EC2C66C29E65542E93A501FE29C4C1877E,16 Apr 1987,M,Kazakhstan,Kazakhstan,90049,90049,JSC The Center for International Programs,G002109,NULL,25 Aug 2017,JSC The Center for International Programs G002109,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x0106EA569E98AA5CC5F18F3A4CBD147AA3DD1916294095EB2F615AA3FBAA91E6AB6EA53303EE712B258191E24629974B0B3C1C3388B541DEBB0A4DFDFE25DF2097,25 Dec 1997,M,France,France,90024,90024,ISPA,G002093,NULL,07 Aug 2017,ISPA G002093,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01EF3D35A5C5C7F295843F0ADCD209164514C0B96A2499DA81068EE8F88E11B560C624A0E07DDDD1DB30F353D08E9873A38C77C5FF2AFCB753C0133D22F7049324,29 Aug 1993,F,Uzbekistan,Uzbekistan,90024,90024,NULL,NULL,Bachelor,04 Oct 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x014167B777D8994098C16EF36727D8B0CE9937AE41214C50F5E954F3C13EC8B01C36322EEC801D6BE3BB75E80536DD9C4348CBFA0E3028AF0AFD0B3E564384C825,03 Feb 1995,F,China (Peoples Republic),China (Peoples Republic),90066,NULL,NULL,NULL,NULL,02 Oct 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01D735FA0668C64C622798E39090F6500B647B8FB7C02544633A352C91B2D140697EF1A02D3F8E8912C957A55F3E6A977562D031EE2DA4E8CBFD86FE4E7BBA8082,13 Oct 1995,M,Japan,Japan,90272,90272,Ryugaku Journal - Osaka (KU),G002219,NULL,07 Feb 2017,Ryugaku Journal - Osaka (KU) G002219,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x017AFAB4399A0A3F9F24E8DB4BD60E9AF7933B3DCCFBED3269786F9D0101F9156A38DCB71BA13D4C423191EFD18BA2ED52F3D4D41E8C349FAE8B77ADE85426AE86,08 May 1991,M,Taiwan,Taiwan,90024,NULL,"Disco International, Inc. (Apply ESL.Com)",G002101,NULL,15 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01076369AC935CC94D63E6B6E7647BD25549B045D52F463C562F02746C5B642E95DBDC98C74EAF5C22A4552E8BD0DAAE1BAA585EE11CD79CCF2EEF0CD0F2664671,30 Dec 1989,M,Taiwan,Taiwan,90024,90024,NULL,NULL,B.S/Chemical Engineering and Biotechnology,14 Sep 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x016744C745200520571CF0888FC60CE9501846E8F9E87D0A266EB1AD4E27088F7BEA65497C9795D439B84EC6C93669265BC279D7CFD4471EC3458321787BA468C5,29 Dec 1989,F,China (Peoples Republic),China (Peoples Republic),90024,90024,NULL,NULL,bachelor of business adiministration,05 Sep 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01473F4C785EF3AE7BB47B923C596C1081CAF1FC4583E4E37009EF54C19DEE74D0FC789D10876102DC97E5FD4BCCF1CB4A343FDA998AEA0FB09F98D92A6D672D57,15 Mar 1987,F,China (Peoples Republic),China (Peoples Republic),90024,90024,"Disco International, Inc. (Apply ESL.Com)",G002101,PSYCHOLOGY OF MUSIC,18 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x016CF5AC179AEBDEEC16AA131C05DCC4541FB61AD75A374B1A2BEAE196F2FA4F6AF79AC181328643860D008142DB334454F03B0F196D991A884A7967749A37152D,24 Apr 1995,F,China (Peoples Republic),China (Peoples Republic),90405,90405,NULL,NULL,Korean(Korean and English),27 Aug 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x0123B3C1E017B4DEC48097DC9A429C5DE1E3BF098EE5F1DAE88CFF4C507841A6AEFA610D3857BBB8EE265AC90DE8ECE4FB2FCD4EBC371167BCD04F2237A20CA505,10 Sep 1997,F,Chile,Chile,90024,90024,Vive Campus,G002240,NULL,07 Sep 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x019FA4EDD01AD531BE3823AC055A206B904D1419D36FC3F8A024B0189B9218633846965E3C37B5814DF8A4FCA1E81EFE555573F5C2AA03F613F2CBEC95EB386AB5,12 Aug 1974,F,China (Peoples Republic),China (Peoples Republic),91030,91030,JJL International Education Exchange Promotion Ltd,G002103,Master Degree,14 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x010B67DACF2F2606193513C537B61E353DA2163EA68349C27423556998BD242AADF8101B409AD6E7FE0B4A85CB730FE7F0936109F139F26EDD93E6757584F79E56,11 Mar 1990,F,China (Peoples Republic),China (Peoples Republic),90025,90025,"Aoji Education US, Inc",G001956,Tourism Management,11 Sep 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01002D8861D5F1C1510330240039944C0A65812AC9B85684C690F638889DDF1CF443C492F7BB2BD91EEACD40CDDD1242183B95EA00D63C71C4655538AEED4CC60C,03 Apr 1991,M,China (Peoples Republic),China (Peoples Republic),90024,90024,Study Abroad Foundation,G001977,NULL,24 Mar 2017,Study Abroad Foundation G001977,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x014713898DC1718414616D085732B0A8936269415A941A7A6D67BC7D8CB0A42612BE430E35D5A2C6E63DBE0F9FAA727BE9188AA0DBB16C06EB3A1CF4AF6084FFB0,27 May 1995,F,China (Peoples Republic),China (Peoples Republic),90024,90024,Study Abroad Foundation,G001977,NULL,04 Oct 2017,Study Abroad Foundation G001977,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x014822113C7DBC2AD510C978192E0A78C63128B754641AB148189D31A102B091EF12B47B478DDA9FCE67CBB8E219AF08D52F5E6A8BDEB8DDEB6EF2612654A75B4F,12 Feb 1995,F,China (Peoples Republic),China (Peoples Republic),90036,90036,Can-Achieve International Education Limited,G001963,Bachelor,05 Oct 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x017323B0E3DFC43C9F015ED064A56FFA4A93EEC32CACB517E7E40F11CC3BF856CF46D5D3D59696FA95E5A33033395D76B4F2C411111A445FA5F25B39716B87B6FA,27 May 1987,F,Ukraine,Ukraine,90211,NULL,NULL,NULL,Master of laws,28 Sep 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01E7543ACC9B8E7E035F960A83D93FD84734BE088CE0F6853633202FBEB2ED8374F4057842CF883377B0576D620356F8AE8F70D0736912267BDA2F87F7922F56F3,10 Jul 1993,M,Turkey,Turkey,90025,90025,Atlas Private Education Services,G002032,NULL,05 Dec 2017,NULL,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01802072BD59BAFAFD7ACB327F3EDB9B430F95908D8BD8A3679DFA8E2C4261B38B0BCA6BEDAFBCF3351F92AD4B067A22E1E2CFAE03948CA2595BEF7687AD89E123,02 Aug 1993,M,Turkey,Turkey,90409,90409,Egitimal.com,G002170,ECONOMICS,14 Aug 2017,Egitimal.com G002170,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01EBB56C2A726685CB9850AE9F730BFC5CBEDCAF487E185725D5EF189D1D70B8E9F4A090608E5C7E529D88F76585BE9FAD9742BCB3FD6B0C0631DE272A84DA732A,11 Jul 1993,M,Kazakhstan,Kazakhstan,90024,90024,JSC The Center for International Programs,G002109,NULL,05 Oct 2017,JSC The Center for International Programs G002109,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x015EA2D961A6749C60BC0DC959D9074E180967BAAB58B5810DA1B9D5E1348E6778975ED19A35E9B91BF56581D4BAC561D775B3E6FB00D5B0B37676DD65580C0F0D,27 Dec 1997,M,Japan,Japan,90019,90019,Ryugaku Journal - Osaka (KU),G002219,NULL,07 Jun 2017,Ryugaku Journal - Osaka (KU) G002219,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01B515C3435E30067B81E6661B39C696E1163351FEAE2C35AA17AC69EF5220C3266792869886BB1B890F8B1ADB354C751E4A7C3816A03A9093219FFD8F3102DCF2,23 Aug 1989,M,Kazakhstan,Kazakhstan,90012,NULL,JSC The Center for International Programs,G002109,NULL,06 Jul 2017,JSC The Center for International Programs G002109,New,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01A3422DA4E3B233522D4BC667740A0A4B2B1D404B1A9762F3575A28E3BEFD272EF65C060BC10B8DA82BE0D7D51DD6D07FDB3E9564DC29474C2E71CAF0706659A3,10 Feb 1995,M,Chile,Chile,90024,90024,Vive Campus,G002240,NULL,22 Sep 2017,NULL,Returning,A,08 Dec 2017,2017-2018 - Fall 2017,17FA-AIEP_FA_17
0x01BE992F11BFCBBD08E1E2A7B2BD5EA74B61D98EE6FB5FB58707E571B4B1F7145291FFACFE3F509A4184A694E1BCE62B07939B89BC9DF78D8A3E8B9C5D624B5B49,14 Jul 1972,F,Saudi Arabia,Saudi Arabia,90020,90020,Saudi Arabian Cultural Mission,G001009,NULL,22 Mar 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x0135C1DB794F23498438E4B9DFCA450B03F09424D949A79BB2A878CE4C1791F4B3DF2466506E8B151D94A2D4A07D05EF3D6E78D4DB412420F303FD8E6CDEB6EBE3,10 Apr 1982,M,Qatar,NULL,NULL,90024,NULL,NULL,NULL,08 Nov 2016,NULL,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x018A0E3104FEEC020E30446C82D82060DCA051B7322D4802A36A19B5B813BAC425585EFC4D345D9956DFE9C12021CB50F33F613AFFCC36A16A3796E8E396370C21,26 Jan 1999,M,Kuwait,Kuwait,90025,90025,Consulate General of the State of Kuwait,G001147,NULL,09 Jan 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x018B3D568F03C762B591C46DD6E83787D6A8A325A09E3AEB4B492CC3CDC858B695FCE5DFFCC48556AF06FBBDB06A7FD4036266C1AA5A12BA3A040229CF1E465489,22 Jun 1977,F,Saudi Arabia,NULL,90815,90024,Saudi Arabian Cultural Mission,G001009,NULL,17 Mar 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x015CDDC207925CF7CDD5ECE6472E166F984557C4D8A92B7603E5C667FF96C511D39BE279B56AB0CEE00EBE928D420FFC392CD5C5B6205BA5A304291D2CEC6A6649,01 Dec 1988,M,Saudi Arabia,Saudi Arabia,21442,90036,Saudi Arabian Cultural Mission,G001009,ELECTRONICS AND COMMUNICATIONS ENGINEERING,22 Mar 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01F0C7BBF5D58BDD653DA73F3BDA6961AC8F9400DD8F8C63660F17F9294F8E9E0D323CBF70141452928231F6CA85EC1C8CDCFC28D1FFF1EC3530283D6EB4E8754D,12 Aug 1998,M,United Arab Emirates,United Arab Emirates,90035,90035,NULL,NULL,NULL,30 Mar 2017,NULL,New,A,NULL,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01BBBB4E183C1375140466F566A7EAAD98A53C5C7470067A73308508EF9EDF72CDE527B42D833CDFE0E664AC036B44F2AE94B016100F7178A21F413693FEA2D0E5,12 Aug 1991,M,Saudi Arabia,Saudi Arabia,90066,90066,Saudi Arabian Cultural Mission,G001009,NULL,29 Mar 2017,Saudi Arabian Cultural Mission G001009,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01FF7F3CDAEFF600EF7B001C4EF64D7DFCA77CA10CBFC3AA24294827035EA19722DDCEE00A0A8F7607D6026783248BA91E24A1CA716D6ADA7010858FED77588C18,02 Jun 1992,M,Saudi Arabia,Saudi Arabia,90019,90232,Saudi Arabian Cultural Mission,G001009,NULL,09 Jan 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x017E54127CD80AF6B161E944B89F6A05B293F1DCDFD94DFD126A7BBB4756B2EA7AF151AD745B1D0692FBE50B60078A36ADAE18D44354320A48E3D88F75F6782010,09 Feb 1990,M,Saudi Arabia,Saudi Arabia,90024,90024,Saudi Arabian Cultural Mission,G001009,NULL,22 Mar 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x014EEE1D53EDE6DB0D88D32E3E2659F9B3745EECFB03F3C22D3D93685F200C76EA0E183020B80F1D8C74C1AC758FE5FEB31FACB7474B112A2E9046C4DB6F95B26B,18 Mar 1998,NULL,Kuwait,NULL,NULL,91324,Consulate General of the State of Kuwait,G001147,NULL,10 Nov 2016,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x0134FBED0AFD9F18B7ABB39F4053ECD0CBA46EE5DD1F2D95E51885ED0EA81BE9EC582BAA4E4A16E6E2F017EAB73C6152A795D5B0D7D41CC53D0C2C6B29BF6A699D,14 Dec 1988,M,Saudi Arabia,Saudi Arabia,21382,90024,Saudi Arabian Cultural Mission,G001009,NULL,12 Jan 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01A3D6186544D54CD5E08FD46F2CE06F44F5DB0602550DE3F95F6B527590BE5F66AFE2A52CE9EF0E731630A7CD24145E6F7D07444BBC21466F49663A347E978B4E,19 Nov 1996,M,Kuwait,Kuwait,91324,91324,Consulate General of the State of Kuwait,G001147,NULL,09 Mar 2017,Consulate General of the State of Kuwait G001147,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x012A09F95101807404FF07E4364386A87576FE301ADEFDA48442010292D67902AD9DC61EA4ACB1CC1E66BD5403F94A0EA5E57FAB300E6FB2711F52ACC585805A87,18 Apr 1998,F,Kuwait,Kuwait,90094,90094,Consulate General of the State of Kuwait,G001147,NULL,06 Mar 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01140C1A5BB10443E8325FE3E499359380A336AF8C86F83CCDDB55279B85206B3B87CD89AEA8F6A46AE70CD113E85E6C04A08BB3449ABF621E47B8DE5E761E9F92,11 Nov 1998,F,Kuwait,Kuwait,NULL,90024,Consulate General of the State of Kuwait,G001147,NULL,22 Mar 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x018DEDAE28AE9E6343D9069F66E28365DB5D692AB0BDA4AACF6F8B88F9C3CF4B289D84379B89DB697B6512DF4092B16FF035D717F2BD08EA0E4D9C372791BFB376,10 Aug 1981,F,Saudi Arabia,Saudi Arabia,90024,90024,Saudi Arabian Cultural Mission,G001009,NULL,17 Mar 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01EC49875A9CB23A49CA04E9D2F0BC766621124CD945BCDAFFB48BE3F14A46C03A81B0397C9E7898F76F81EC96B5196B380F2379E4DBF2ED797CC1433607AE8DF9,23 Nov 1996,M,Saudi Arabia,NULL,22338,90024,Saudi Arabian Cultural Mission,G001009,NULL,05 Apr 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x0178A8A04FFD2C16397FD9C1E8336B23CBAD0CBBDFAE6BAA53D33188A2005F2398567B14D6D7B4ED33AF836A711B692DEAB5CAB941CC4E8EF5F912301F1263BE74,25 May 1998,F,Kuwait,NULL,22053,90024,Consulate General of the State of Kuwait,G001147,NULL,27 Feb 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x014CAB82DCBD897662E37DB5FAE00C9694AD4FF05AB00864DECA1912ED557B1AC87C4A17913393F4D29B13212B122A30127C8917D899FD0515CAB899E0B4638BBD,28 May 1997,M,Kuwait,Kuwait,19130,90025,Consulate General of the State of Kuwait,G001147,NULL,22 Mar 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01309D6C22027815CFA14FD062FD48D3D6D434E611BD03C1224F02D3F5395E2C92A7491861B8A9F59D9A1AF2D7C217ED29A67018F68A391648FA445AFCE695921F,08 Jun 1995,M,Kuwait,NULL,NULL,90025,Consulate General of the State of Kuwait,G001147,NULL,28 Feb 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x013CDDFECB46A28D94950BC22314D4F14F30B0506B0955C807E7A3E9E1CB318D195655B0D0CB75BA00D9055A9CE0797CB8457C5D8187373E5631C3E0BA27BF601F,01 Jul 1988,M,Kuwait,Kuwait,44115,NULL,Consulate General of the State of Kuwait,G001147,NULL,06 Mar 2017,Consulate General of the State of Kuwait G001147,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01D9A45205F37E3F48A0B2A52AF096A6B0EFFD13A6414307B184A9D4DBB96548FBA3C91412629AB6CCCB7BE36F6C52943E7E03EE8453B75AB4341113A44FF9CDEF,09 Dec 1983,F,China (Peoples Republic),China (Peoples Republic),100022,90049,Can-Achieve International Education Limited,G001963,International Relation,14 Mar 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01F53EF0114045C9AA551DD9A467A17CA0F7F29D9472809B06E75B59125725BC996789DD714F8E311340381569DC6FA1E3319B75D2ECE0481829F7074B501536DA,03 Aug 1993,F,China (Peoples Republic),China (Peoples Republic),90024,90024,NULL,NULL,NULL,26 Feb 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x017AEADD592F50BB26026A426D8E947CE572CB173EF2C8FA251BBB3879419FC0B75E90E70D1C28C0C82EF20F0F0B2CA2075DF8358A9A4EE9D8E100619AA75E9397,19 Apr 1989,F,China (Peoples Republic),China (Peoples Republic),100027,91607,Empowertrain,G002150,Bachelor Degree in arts,28 Feb 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x0187B0FD2FEC89F633C245038012F2B675D73009D094F2275ED0FB58CB12BEE8B4DB12F5A45DE5C4A3F75918E4A4D55E1D60C01E9C95C97F2FE887EFB1E75A028D,10 Feb 1986,F,Saudi Arabia,Saudi Arabia,90804,92618,Saudi Arabian Cultural Mission,G001009,NULL,27 Apr 2017,Saudi Arabian Cultural Mission G001009,Returning,A,NULL,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01E60CBE9F5593259EB4C617265755147173660C81390E6285459827B9ADC8538AA0EEC4F5951740F988F89E1F1351FE6536AF698E5FEC5480EEF52A8523F84018,16 Aug 1997,M,Saudi Arabia,Saudi Arabia,90004,90004,NULL,NULL,High School Certifcate,06 Apr 2017,NULL,Returning,A,NULL,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01283D91E83998B4DEF0C4192BBA64E21F3D8B9EA80D5FD06B1D1AFDAAF025F875D722383DE97F9309018FD1CC96AABBE000B91ED87E01A4ACF4887A2CCB3E02A0,11 Jun 1997,F,Saudi Arabia,NULL,90034,90034,Saudi Arabian Cultural Mission,G001009,NULL,07 Apr 2017,Saudi Arabian Cultural Mission G001009,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x0179CB7805821D52DB420452608F661E5303AEA645ECB4F9EB8A3528BC1EAA6FBF4F16413EF913F31AB81C2B5EA75ADAB655B90E0F42855A479D6DA4C9CB76AF3C,13 Feb 1994,F,China (Peoples Republic),China (Peoples Republic),90024,90024,NULL,NULL,Administrative Management,01 Feb 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x016AAB34C41F21633479840EC2DA354DC827F52D552555047F47C4640D9AD0FDD84ED88077A74E1920A925EC3CE2C3F7180DAA5C085FBC4C1DE0ECF08E88B2CBAA,29 Oct 1972,F,Mexico,Mexico,90068,90068,NULL,NULL,NULL,10 Apr 2017,NULL,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01E994B3B5BD81062817CE36A2AC8978E0FE8574A8C34E528A2D94E36C198C6FA9984A2BE4C0ECD3A87E1E0C242E799B2E8FD2ABEEA5671F4AEF9C094600974295,13 Jul 1998,F,Japan,Japan,90212,90212,"Wintech, Inc.",G002200,NULL,13 Dec 2016,"Wintech, Inc. G002200",New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x011DDF27D1D6FADE4BE47EF117D4729C9772DC714B982B00E5ACCED5D92DEAB0ED913E618D1C2FC560CBD75E2CFED6F62AC1436ABEAA28268319FD4D6BC1256DEC,26 Feb 1997,M,Japan,Japan,90025,90025,Ryugaku Journal - Osaka,G002217,NULL,29 Nov 2016,Ryugaku Journal - Osaka G002217,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x011B0CB233C7488285CDDA622E8E5A20282072B3EA4999B44602E34D2058DBCE57BC6A592396929C494F6C990C3882939FF6CEFE3E761E8EEC8DB40EEF2AD3E2B8,09 Feb 1996,M,Japan,Japan,90024,90024,Ryugaku Journal - Nagoya,G002208,NULL,03 Nov 2016,Ryugaku Journal - Nagoya G002208,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,03 Mar 1990,F,India,India,91303,91303,NULL,NULL,BACHELOR OF ARTS,17 Mar 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x0150BE18C453C5F7E0D5501653922C6112DB445E602BB4B533D5B4BAEA76B175BF645D8830AC668BF3AFFE1C96A8D7A2BC15D4F30BF7523F92B8C09DFB6B54B097,02 May 1982,F,Iran,Iran,90024,90024,NULL,NULL,NULL,23 Mar 2017,NULL,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x01EBC7FBEEDD055F7AD0C05FCED1C66043D7987C208171C02D07E2A8AA4740173EAC4182F8826F9298D6FB561559FDCF170B0C24AB9A4DF5CF1073A2B776CE3D22,01 Nov 1997,F,Qatar,Qatar,00000,90024,NULL,NULL,high school,06 Apr 2017,NULL,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x016E1699E78D7774A92D84E8840E2C083D15CA3B4D01FFEE5E6C70336E746BD29D930873A6E008A086861F31577E197F2D633CB55C6791BDB2678F33F53B7E9052,09 Apr 1994,M,"Korea, South",Japan,160-0016,90024,Ryugaku Journal Inc.,G002222,NULL,13 Oct 2016,Ryugaku Journal Inc. G002222,Returning,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
0x010667D43CF090A1304568F230B52F7A674C1037C52F5BDACAF2E777344EB3FA3CD63C63D6575A925E1FFEA069EF984CA08A830DCF14212201F5EA36D8A879FADF,01 Mar 1990,F,China (Peoples Republic),China (Peoples Republic),90024,90024,NULL,NULL,NULL,12 Feb 2017,NULL,New,A,09 Jun 2017,2016-2017 - Spring 2017,17SP-AIEP_SP_17
